IP,ORIGIN,CERT_DOMAIN,CERT_ISSUER,GEO_CODE
140.245.11.105,140.245.11.105,chat.purelifeorganicfoods.com,Let's Encrypt,N/A
140.245.11.92,140.245.11.92,asrae-api.purpleskyinfotech.com,Let's Encrypt,N/A
140.245.11.36,140.245.11.36,*.od1.vtiger.ws,GlobalSign nv-sa,N/A
140.245.75.197,140.245.75.197,bifan.withnet.com,Let's Encrypt,N/A
140.245.11.6,140.245.11.6,noirra.tech,Let's Encrypt,N/A
140.245.10.205,140.245.10.205,celeritycloud.com,Let's Encrypt,N/A
140.245.76.41,140.245.76.41,cancer.ajung.co.kr,Let's Encrypt,N/A
140.245.10.135,140.245.10.135,silkfloraldecor.com,Let's Encrypt,N/A
140.245.10.119,140.245.10.119,www.skyverse.fun,Let's Encrypt,N/A
140.245.10.97,140.245.10.97,Kubernetes Ingress Controller Fake Certificate,Acme Co,N/A
140.245.76.95,140.245.76.95,m.jingjia.net,Let's Encrypt,N/A
140.245.76.140,140.245.76.140,api.airbob.cloud,Let's Encrypt,N/A
140.245.76.143,140.245.76.143,*.juncoji.top,Let's Encrypt,N/A
140.245.10.69,140.245.10.69,hindcloud.webs.vc,Let's Encrypt,N/A
140.245.10.67,140.245.10.67,*.vconsol.com,Sectigo Limited,N/A
140.245.10.59,140.245.10.59,azaanism.duckdns.org,Let's Encrypt,N/A
140.245.10.15,140.245.10.15,shop.nexustudios.in,Let's Encrypt,N/A
140.245.77.6,140.245.77.6,admin.aforclinic.xenialsoft.com,Let's Encrypt,N/A
140.245.77.23,140.245.77.23,api.devmkki.cloud,Let's Encrypt,N/A
140.245.76.250,140.245.76.250,CloudFlare Origin Certificate,"CloudFlare, Inc.",N/A
140.245.77.35,140.245.77.35,223210.xyz,Let's Encrypt,N/A
140.245.77.101,140.245.77.101,keepmins.com,Let's Encrypt,N/A
140.245.9.93,140.245.9.93,v2ray.evoxdl.me,Let's Encrypt,N/A
140.245.77.206,140.245.77.206,*.tlauncher.org,Sectigo Limited,N/A
140.245.77.255,140.245.77.255,yoru.cropo.dev,Let's Encrypt,N/A
140.245.78.3,140.245.78.3,pan.qsuu.cn,Let's Encrypt,N/A
140.245.8.215,140.245.8.215,*.vconsol.com,Sectigo Limited,N/A
140.245.8.212,140.245.8.212,istanbulpompa.com.tr,Let's Encrypt,N/A
140.245.78.10,140.245.78.10,api.newslit.net,Let's Encrypt,N/A
140.245.78.84,140.245.78.84,drcredit.co.kr,Let's Encrypt,N/A
140.245.78.80,140.245.78.80,and.farewell.my,Let's Encrypt,N/A
140.245.8.96,140.245.8.96,auth.toweltunnel.duckdns.org,Let's Encrypt,N/A
140.245.78.166,140.245.78.166,php.weh.cn,Let's Encrypt,N/A
140.245.8.51,140.245.8.51,dzlens.digiedze.com,Let's Encrypt,N/A
140.245.8.42,140.245.8.42,panel.gramyloth.com,Hestia Control Panel,N/A
140.245.78.211,140.245.78.211,*.o.ivl.is,Cosmos Personal Server CA YyWxn,N/A
140.245.8.2,140.245.8.2,uatapi.cricradio.com.au,Let's Encrypt,N/A
140.245.7.244,140.245.7.244,CloudFlare Origin Certificate,"CloudFlare, Inc.",N/A
140.245.7.221,140.245.7.221,viblio.in,Let's Encrypt,N/A
140.245.79.22,140.245.79.22,dev.skulikelion.site,Let's Encrypt,N/A
140.245.7.156,140.245.7.156,*.sirionlabs.tech,DigiCert Inc,N/A
140.245.7.153,140.245.7.153,*.vconsol.com,Sectigo Limited,N/A
140.245.7.150,140.245.7.150,audio.mooo.info,Let's Encrypt,N/A
140.245.7.115,140.245.7.115,panel.atwg.xyz,Let's Encrypt,N/A
140.245.7.105,140.245.7.105,sivakodur.shop,Let's Encrypt,N/A
140.245.7.85,140.245.7.85,bkbrahma.in,Let's Encrypt,N/A
140.245.79.197,140.245.79.197,sunnyworld.duckdns.org,Let's Encrypt,N/A
140.245.7.3,140.245.7.3,CloudFlare Origin Certificate,"CloudFlare, Inc.",N/A
140.245.6.252,140.245.6.252,mail.aryan.name.np,Let's Encrypt,N/A
140.245.6.247,140.245.6.247,auto.omsingh.me,Let's Encrypt,N/A
140.245.6.221,140.245.6.221,Kubernetes Ingress Controller Fake Certificate,Acme Co,N/A
140.245.6.206,140.245.6.206,abhyuday.io,Let's Encrypt,N/A
140.245.6.137,140.245.6.137,mail.violynaz.my.id,Let's Encrypt,N/A
140.245.6.91,140.245.6.91,autrex.in,Let's Encrypt,N/A
140.245.6.70,140.245.6.70,dbe.net.in,Let's Encrypt,N/A
140.245.80.187,140.245.80.187,*.jshir.com,Let's Encrypt,N/A
140.245.6.26,140.245.6.26,panel.kanakxd.me,Let's Encrypt,N/A
140.245.5.254,140.245.5.254,CloudFlare Origin Certificate,"CloudFlare, Inc.",N/A
140.245.5.232,140.245.5.232,Generic SSL Certificate,NA,N/A
140.245.5.210,140.245.5.210,CloudFlare Origin Certificate,"CloudFlare, Inc.",N/A
140.245.81.48,140.245.81.48,localhost,FIT2CLOUD,N/A
140.245.5.165,140.245.5.165,krishnendub.online,Let's Encrypt,N/A
140.245.81.84,140.245.81.84,zenk.gv.uy,Let's Encrypt,N/A
140.245.81.96,140.245.81.96,blog.seesaa.jp,Let's Encrypt,N/A
140.245.81.102,140.245.81.102,*.thinkowl.jp,Let's Encrypt,N/A
140.245.81.100,140.245.81.100,jpo01.vpn.yuka.tw,Let's Encrypt,N/A
140.245.5.99,140.245.5.99,host.mobicr.com,Let's Encrypt,N/A
140.245.5.90,140.245.5.90,optigroww.in,Let's Encrypt,N/A
140.245.5.47,140.245.5.47,wanderingsourav.in,Dis,N/A
140.245.5.37,140.245.5.37,litpages.com,Let's Encrypt,N/A
140.245.5.4,140.245.5.4,140.245.5.4,Al-Rehman-Traders,N/A
140.245.5.3,140.245.5.3,Kubernetes Ingress Controller Fake Certificate,Acme Co,N/A
140.245.5.1,140.245.5.1,panel.zeusinstitute.com,Let's Encrypt,N/A
140.245.82.2,140.245.82.2,llcstudio.com,Let's Encrypt,N/A
140.245.82.82,140.245.82.82,t.byhui.com,Let's Encrypt,N/A
140.245.4.153,140.245.4.153,'140.245.4.153',Vconsol,N/A
140.245.4.144,140.245.4.144,prometheus.techinject.co.in,Let's Encrypt,N/A
140.245.4.128,140.245.4.128,vcn07141556.oraclevcn.com,MyCompany,N/A
140.245.4.96,140.245.4.96,*.ninjacart.in,"GoDaddy.com, Inc.",N/A
140.245.4.85,140.245.4.85,*.yl.n3y.in,Let's Encrypt,N/A
140.245.83.167,140.245.83.167,jtes.anyiot.cloudns.be,Let's Encrypt,N/A
140.245.83.246,140.245.83.246,mail.002320.xyz,ZeroSSL,N/A
140.245.83.250,140.245.83.250,cloudcam.local,CloudCam,N/A
140.245.84.49,140.245.84.49,*.devdesk.site,ZeroSSL,N/A
140.245.84.101,140.245.84.101,djamd.cucc.hidns.vip,Let's Encrypt,N/A
140.245.84.171,140.245.84.171,yahoo.com,DigiCert Inc,N/A
140.245.84.195,140.245.84.195,t.rooi.eu.org,Let's Encrypt,N/A
140.245.85.19,140.245.85.19,*.bc902319625769e7a332b5941b9e1dbe2c24d1f2.a.ludevices.com,Let's Encrypt,N/A
140.245.85.63,140.245.85.63,rea.gcpgcp.eu.org,Let's Encrypt,N/A
140.245.85.101,140.245.85.101,www.cloudflare.com,Google Trust Services,N/A
140.245.85.223,140.245.85.223,0xhares.io,Let's Encrypt,N/A
140.245.86.33,140.245.86.33,jp1.tsmc.rr.nu,ZeroSSL,N/A
140.245.86.49,140.245.86.49,stg-admin.atwill-net.com,Let's Encrypt,N/A
140.245.86.52,140.245.86.52,Common Name,Organization,N/A
140.245.86.69,140.245.86.69,filmlive.guangyinxuetu.shop,Let's Encrypt,N/A
140.245.86.114,140.245.86.114,o-ty.20140523.xyz,Let's Encrypt,N/A
140.245.86.105,140.245.86.105,www.cloudflare.com,Google Trust Services,N/A
140.245.86.141,140.245.86.141,llcstudio.com,Let's Encrypt,N/A
140.245.86.188,140.245.86.188,Kubernetes Ingress Controller Fake Certificate,Acme Co,N/A
140.245.87.111,140.245.87.111,CloudFlare Origin Certificate,"CloudFlare, Inc.",N/A
140.245.87.112,140.245.87.112,*.kimwai.com,Let's Encrypt,N/A
140.245.87.98,140.245.87.98,3kjs.com,Let's Encrypt,N/A
140.245.87.141,140.245.87.141,demo,demo.com,N/A
140.245.87.169,140.245.87.169,wp.amw1933.cn,Let's Encrypt,N/A
140.245.87.172,140.245.87.172,*.necvrcloud.jp,GlobalSign nv-sa,N/A
140.245.87.247,140.245.87.247,test.mks45.eu.org,Let's Encrypt,N/A
140.245.87.234,140.245.87.234,webservers.duckdns.org,Let's Encrypt,N/A
140.245.88.48,140.245.88.48,jp.3331111.xyz,Let's Encrypt,N/A
140.245.88.239,140.245.88.239,140.245.88.239,宝塔面板,N/A
140.245.89.49,140.245.89.49,*.d819fd86b5d6308d64a8166a53f5a12f39cea4f3.a.ludevices.com,Let's Encrypt,N/A
140.245.89.60,140.245.89.60,www.adclair.co.jp,GlobalSign nv-sa,N/A
140.245.89.66,140.245.89.66,*.dev.dxa.me,Let's Encrypt,N/A
140.245.89.118,140.245.89.118,moka-meline.com,Sectigo Limited,N/A
140.245.89.152,140.245.89.152,CloudFlare Origin Certificate,"CloudFlare, Inc.",N/A
140.245.90.7,140.245.90.7,xtom.jp,ZeroSSL,N/A
140.245.90.94,140.245.90.94,CloudFlare Origin Certificate,"CloudFlare, Inc.",N/A
140.245.90.133,140.245.90.133,jp.567899.xyz,Let's Encrypt,N/A
140.245.90.135,140.245.90.135,mail.kk77.jp,Let's Encrypt,N/A
140.245.90.208,140.245.90.208,aion.45mb.com,Let's Encrypt,N/A
140.245.90.224,140.245.90.224,openapi.7kp2rx9mqd.com,Let's Encrypt,N/A
140.245.91.16,140.245.91.16,aapanel.soularthk.com,Let's Encrypt,N/A
140.245.91.29,140.245.91.29,*.ilojoli.com,Let's Encrypt,N/A
140.245.91.61,140.245.91.61,Kubernetes Ingress Controller Fake Certificate,Acme Co,N/A
140.245.92.37,140.245.92.37,*.prd.prd.tech.lucidhq.cloud,Amazon,N/A
140.245.92.100,140.245.92.100,Common Name,Organization,N/A
140.245.92.121,140.245.92.121,llcstudio.com,Let's Encrypt,N/A
140.245.92.162,140.245.92.162,*.bluememe.co.jp,Sectigo Limited,N/A
140.245.92.201,140.245.92.201,kefu.chonggpt.com,Let's Encrypt,N/A
140.245.93.110,140.245.93.110,toy.maoyx.fun,ZeroSSL,N/A
140.245.93.111,140.245.93.111,www.cloudflare.com,Google Trust Services,N/A
140.245.93.186,140.245.93.186,bioai.ip-ddns.com,Let's Encrypt,N/A
140.245.93.237,140.245.93.237,Kubernetes Ingress Controller Fake Certificate,Acme Co,N/A
140.245.94.172,140.245.94.172,obsidian.tokyo.api.dns-dynamic.net,Let's Encrypt,N/A
140.245.95.91,140.245.95.91,amd3.5441895.xyz,Let's Encrypt,N/A
140.245.95.114,140.245.95.114,oci.cbu.net,Let's Encrypt,N/A
140.245.96.96,140.245.96.96,api.x2tk.com,Let's Encrypt,N/A
140.245.96.99,140.245.96.99,cp.gaza-host.store,Let's Encrypt,N/A
140.245.96.227,140.245.96.227,minecraft.hugenuf.xyz,Let's Encrypt,N/A
140.245.96.248,140.245.96.248,files3.templatepremiereprofree.com,Let's Encrypt,N/A
140.245.97.106,140.245.97.106,Cloudflare,"Cloudflare, Inc.",N/A
140.245.97.120,140.245.97.120,localhost,FIT2CLOUD,N/A
140.245.97.130,140.245.97.130,fdpo-03.fdpass.online,Let's Encrypt,N/A
140.245.97.171,140.245.97.171,localhost,FIT2CLOUD,N/A
140.245.97.174,140.245.97.174,muahangngoai.vn,Let's Encrypt,N/A
140.245.97.193,140.245.97.193,CloudFlare Origin Certificate,"CloudFlare, Inc.",N/A
140.245.97.233,140.245.97.233,Kubernetes Ingress Controller Fake Certificate,Acme Co,N/A
140.245.98.106,140.245.98.106,7070.180150.xyz,Let's Encrypt,N/A
140.245.98.175,140.245.98.175,cloudflare-dns.com,SSL Corp,N/A
140.245.98.183,140.245.98.183,Kubernetes Ingress Controller Fake Certificate,Acme Co,N/A
140.245.99.56,140.245.99.56,erp.shingting.com,Let's Encrypt,N/A
140.245.99.62,140.245.99.62,*.775201314.xyz,Let's Encrypt,N/A
140.245.99.67,140.245.99.67,amdnode.farted.net,Let's Encrypt,N/A
140.245.99.73,140.245.99.73,000.089800.xyz,Let's Encrypt,N/A
140.245.99.90,140.245.99.90,Common Name,Organization,N/A
140.245.99.105,140.245.99.105,cxmiao.com,Let's Encrypt,N/A
140.245.99.125,140.245.99.125,localhost.localdomain,Dis,N/A
140.245.99.128,140.245.99.128,localhost,FIT2CLOUD,N/A
140.245.99.217,140.245.99.217,*.prangroup.com,GoGetSSL,N/A
140.245.99.248,140.245.99.248,Common Name,Organization,N/A
140.245.100.29,140.245.100.29,CloudFlare Origin Certificate,"CloudFlare, Inc.",N/A
140.245.100.38,140.245.100.38,ebus.ulap.net,Let's Encrypt,N/A
140.245.100.143,140.245.100.143,sg.cc.188186.xyz,Let's Encrypt,N/A
140.245.101.98,140.245.101.98,xr.shiguangkai.xyz,Let's Encrypt,N/A
140.245.101.107,140.245.101.107,bot1.jyhk.tk,Let's Encrypt,N/A
140.245.101.111,140.245.101.111,alist.chiphu.net,Let's Encrypt,N/A
140.245.101.132,140.245.101.132,Common Name,Organization,N/A
140.245.101.168,140.245.101.168,hs.aiart.pp.ua,Let's Encrypt,N/A
140.245.101.177,140.245.101.177,www.yitconsulting.com,DigiCert Inc,N/A
140.245.101.187,140.245.101.187,localhost,FIT2CLOUD,N/A
140.245.101.214,140.245.101.214,Genx Num,Default Company Ltd,N/A
140.245.101.236,140.245.101.236,CloudFlare Origin Certificate,"CloudFlare, Inc.",N/A
140.245.101.237,140.245.101.237,qinha.com,Let's Encrypt,N/A
140.245.102.71,140.245.102.71,ocs3-sp.2615948.xyz,Let's Encrypt,N/A
140.245.102.88,140.245.102.88,al-azhar46.rapor-tk.my.id,Let's Encrypt,N/A
140.245.102.139,140.245.102.139,sg1312.cqsbs.top,Let's Encrypt,N/A
140.245.102.142,140.245.102.142,localhost,FIT2CLOUD,N/A
140.245.102.161,140.245.102.161,sgto.eu.org,Let's Encrypt,N/A
140.245.102.164,140.245.102.164,premium.v2rayzone.xyz,Let's Encrypt,N/A
140.245.102.192,140.245.102.192,*.sgi.visionone.trendmicro.com,Trend Micro Inc.,N/A
140.245.102.254,140.245.102.254,Common Name,Organization,N/A
140.245.103.30,140.245.103.30,blackhole,Dis,N/A
140.245.103.63,140.245.103.63,chatapi.copythingz.shop,Let's Encrypt,N/A
140.245.103.75,140.245.103.75,bobei.khitshu.com,Let's Encrypt,N/A
140.245.103.126,140.245.103.126,Kubernetes Ingress Controller Fake Certificate,Acme Co,N/A
140.245.103.255,140.245.103.255,myadguard.hellokiki.my.id,Let's Encrypt,N/A
140.245.104.23,140.245.104.23,b1.mios.fun,Let's Encrypt,N/A
140.245.104.34,140.245.104.34,*.convay.com,Sectigo Limited,N/A
140.245.104.40,140.245.104.40,dget.top,Let's Encrypt,N/A
140.245.104.42,140.245.104.42,Kubernetes Ingress Controller Fake Certificate,Acme Co,N/A
140.245.104.65,140.245.104.65,oraclesg.solarsystem.icu,Let's Encrypt,N/A
140.245.104.88,140.245.104.88,localhost,FIT2CLOUD,N/A
140.245.104.123,140.245.104.123,CloudFlare Origin Certificate,"CloudFlare, Inc.",N/A
140.245.104.127,140.245.104.127,*.prod.acquia-sites.com,Sectigo Limited,N/A
140.245.104.191,140.245.104.191,authen.myaddr.io,Let's Encrypt,N/A
140.245.105.64,140.245.105.64,sg-01.233588.xyz,Let's Encrypt,N/A
140.245.105.87,140.245.105.87,bsrealm.net,Let's Encrypt,N/A
140.245.105.95,140.245.105.95,xpp.cloudsfla.top,Let's Encrypt,N/A
140.245.105.103,140.245.105.103,ai.dreemurrs.eu.org,Let's Encrypt,N/A
140.245.105.108,140.245.105.108,tendon.nsuee.com,Let's Encrypt,N/A
140.245.105.191,140.245.105.191,*.114515.best,Let's Encrypt,N/A
140.245.105.195,140.245.105.195,Common Name,Organization,N/A
140.245.105.198,140.245.105.198,Cloudflare,"Cloudflare, Inc.",N/A
140.245.105.201,140.245.105.201,uat.mailix.vn,Let's Encrypt,N/A
140.245.105.230,140.245.105.230,CloudFlare Origin Certificate,"CloudFlare, Inc.",N/A
140.245.105.238,140.245.105.238,*.hypergsecurity.com,Amazon,N/A
140.245.105.255,140.245.105.255,*.convay.com,Sectigo Limited,N/A
140.245.106.40,140.245.106.40,*.simpkb.id,GlobalSign nv-sa,N/A
140.245.106.69,140.245.106.69,localhost,Kong,N/A
140.245.106.70,140.245.106.70,deploy.ebuz.xyz,Let's Encrypt,N/A
140.245.106.77,140.245.106.77,aitool.zyqok.com,Let's Encrypt,N/A
140.245.106.104,140.245.106.104,*.hnbgeneral.com,DigiCert Inc,N/A
140.245.106.171,140.245.106.171,5202885.xyz,Let's Encrypt,N/A
140.245.106.201,140.245.106.201,freesiax.work,Let's Encrypt,N/A
140.245.106.217,140.245.106.217,Common Name,Organization,N/A
140.245.106.229,140.245.106.229,cyeron.duckdns.org,Let's Encrypt,N/A
140.245.107.61,140.245.107.61,008898.xyz,Let's Encrypt,N/A
140.245.107.86,140.245.107.86,sg.wmygt.com,Let's Encrypt,N/A
140.245.107.121,140.245.107.121,academic.o-pen.cloud,Let's Encrypt,N/A
140.245.107.144,140.245.107.144,qinha.com,Let's Encrypt,N/A
140.245.107.176,140.245.107.176,CloudFlare Origin Certificate,"CloudFlare, Inc.",N/A
140.245.107.228,140.245.107.228,*.zrp.dpdns.org,Z,N/A
140.245.107.237,140.245.107.237,*.sgi.visionone.trendmicro.com,Trend Micro Inc.,N/A
140.245.107.243,140.245.107.243,Kubernetes Ingress Controller Fake Certificate,Acme Co,N/A
140.245.108.39,140.245.108.39,google.com,Google Trust Services LLC,N/A
140.245.108.94,140.245.108.94,stuinx.net,Let's Encrypt,N/A
140.245.108.124,140.245.108.124,blackhole,Dis,N/A
140.245.108.140,140.245.108.140,Kubernetes Ingress Controller Fake Certificate,Acme Co,N/A
140.245.108.196,140.245.108.196,do.himscloud.uk,Let's Encrypt,N/A
140.245.108.244,140.245.108.244,budget.yuri.dedyn.io,Let's Encrypt,N/A
140.245.109.58,140.245.109.58,v2ray1997.online,Let's Encrypt,N/A
140.245.109.123,140.245.109.123,surppass.com,Let's Encrypt,N/A
140.245.109.129,140.245.109.129,Kubernetes Ingress Controller Fake Certificate,Acme Co,N/A
140.245.109.140,140.245.109.140,CloudFlare Origin Certificate,"CloudFlare, Inc.",N/A
140.245.109.174,140.245.109.174,Kubernetes Ingress Controller Fake Certificate,Acme Co,N/A
140.245.109.178,140.245.109.178,Kubernetes Ingress Controller Fake Certificate,Acme Co,N/A
140.245.109.198,140.245.109.198,Common Name,Organization,N/A
140.245.109.201,140.245.109.201,standardbank.co.za,Let's Encrypt,N/A
140.245.109.206,140.245.109.206,CloudFlare Origin Certificate,"CloudFlare, Inc.",N/A
140.245.109.220,140.245.109.220,aa.134567.xyz,Let's Encrypt,N/A
140.245.109.223,140.245.109.223,aegisnx.com,Let's Encrypt,N/A
140.245.109.244,140.245.109.244,Kubernetes Ingress Controller Fake Certificate,Acme Co,N/A
140.245.110.7,140.245.110.7,Common Name,Organization,N/A
140.245.110.26,140.245.110.26,Kubernetes Ingress Controller Fake Certificate,Acme Co,N/A
140.245.110.54,140.245.110.54,oracle.udr.qzz.io,Let's Encrypt,N/A
140.245.110.136,140.245.110.136,Common Name,Organization,N/A
140.245.110.149,140.245.110.149,CloudFlare Origin Certificate,"CloudFlare, Inc.",N/A
140.245.110.207,140.245.110.207,localhost,FIT2CLOUD,N/A
140.245.110.208,140.245.110.208,chivefarm.uk,Let's Encrypt,N/A
140.245.111.41,140.245.111.41,CloudFlare Origin Certificate,"CloudFlare, Inc.",N/A
140.245.111.49,140.245.111.49,localhost,Kong,N/A
140.245.111.84,140.245.111.84,ocs4-sp.2615948.xyz,Let's Encrypt,N/A
140.245.111.188,140.245.111.188,pixez.yuguo.eu.org,Let's Encrypt,N/A
140.245.111.190,140.245.111.190,sin.ruixing.fun,Let's Encrypt,N/A
140.245.111.193,140.245.111.193,xyyun.cc,"TrustAsia Technologies, Inc.",N/A
140.245.111.196,140.245.111.196,Common Name,Organization,N/A
140.245.111.210,140.245.111.210,CloudFlare Origin Certificate,"CloudFlare, Inc.",N/A
140.245.111.213,140.245.111.213,yahoo.com,DigiCert Inc,N/A
140.245.111.223,140.245.111.223,neo-netsoft.com,Let's Encrypt,N/A
140.245.111.254,140.245.111.254,localhost,FIT2CLOUD,N/A
140.245.112.31,140.245.112.31,cloudflare-dns.com,SSL Corp,N/A
140.245.112.100,140.245.112.100,git.inovaitsys.com,Let's Encrypt,N/A
140.245.112.109,140.245.112.109,fdpo-01.fdpass.online,ZeroSSL,N/A
140.245.112.122,140.245.112.122,sg-oc-c-3.designart.cc,Let's Encrypt,N/A
140.245.112.183,140.245.112.183,madmobile.store,Let's Encrypt,N/A
140.245.112.250,140.245.112.250,cloud.hosting06.com,Let's Encrypt,N/A
140.245.113.7,140.245.113.7,*.convay.com,Sectigo Limited,N/A
140.245.113.10,140.245.113.10,CloudFlare Origin Certificate,"CloudFlare, Inc.",N/A
140.245.113.42,140.245.113.42,fungps-staging.xyz,Let's Encrypt,N/A
140.245.113.69,140.245.113.69,mail.simrsrizani.live,Let's Encrypt,N/A
140.245.113.123,140.245.113.123,vpsnerd.com,Let's Encrypt,N/A
140.245.113.125,140.245.113.125,shop.netssr.top,Let's Encrypt,N/A
140.245.113.146,140.245.113.146,asdf.mios.fun,Let's Encrypt,N/A
140.245.113.186,140.245.113.186,Common Name,Organization,N/A
140.245.113.217,140.245.113.217,CloudFlare Origin Certificate,"CloudFlare, Inc.",N/A
140.245.114.13,140.245.114.13,note.jiyueting.com,Let's Encrypt,N/A
140.245.114.48,140.245.114.48,admin.corndrama.com,Let's Encrypt,N/A
140.245.114.55,140.245.114.55,hddcy.dpdns.org,Let's Encrypt,N/A
140.245.114.138,140.245.114.138,localhost,Kong,N/A
140.245.114.160,140.245.114.160,localhost,Kong,N/A
140.245.114.162,140.245.114.162,Kubernetes Ingress Controller Fake Certificate,Acme Co,N/A
140.245.114.173,140.245.114.173,Kubernetes Ingress Controller Fake Certificate,Acme Co,N/A
140.245.114.192,140.245.114.192,app.unires.arka.web.id,Let's Encrypt,N/A
140.245.114.196,140.245.114.196,sgx.fastburg.com,Let's Encrypt,N/A
140.245.114.203,140.245.114.203,Common Name,Organization,N/A
140.245.114.215,140.245.114.215,Cloudflare,"Cloudflare, Inc.",N/A
140.245.114.222,140.245.114.222,Kubernetes Ingress Controller Fake Certificate,Acme Co,N/A
140.245.114.255,140.245.114.255,Kubernetes Ingress Controller Fake Certificate,Acme Co,N/A
140.245.115.11,140.245.115.11,sg04.ssr.ee,Let's Encrypt,N/A
140.245.115.14,140.245.115.14,xjpamd2.53530100.xyz,Let's Encrypt,N/A
140.245.115.24,140.245.115.24,dl.izip.us,Let's Encrypt,N/A
140.245.115.76,140.245.115.76,CloudFlare Origin Certificate,"CloudFlare, Inc.",N/A
140.245.115.147,140.245.115.147,yahoo.com,DigiCert Inc,N/A
140.245.115.170,140.245.115.170,*.nextersglobal.com,DigiCert Inc,N/A
140.245.115.201,140.245.115.201,api.wyattzheng.eu.org,Let's Encrypt,N/A
140.245.115.237,140.245.115.237,hocautocad.com,Let's Encrypt,N/A
140.245.116.11,140.245.116.11,aikei.my.id,Let's Encrypt,N/A
140.245.116.39,140.245.116.39,tuxnado.site,Let's Encrypt,N/A
140.245.116.68,140.245.116.68,cp.huynd.io.vn,Let's Encrypt,N/A
140.245.116.166,140.245.116.166,Lucky,lucky666CN,N/A
140.245.116.176,140.245.116.176,api.miftahrahmat.com,Let's Encrypt,N/A
140.245.117.56,140.245.117.56,hestiacp.freeoff.online,Let's Encrypt,N/A
140.245.117.90,140.245.117.90,naasbackend.ddnsfree.com,Let's Encrypt,N/A
140.245.117.115,140.245.117.115,*.pubeasy.io,DigiCert Inc,N/A
140.245.117.152,140.245.117.152,localhost,FIT2CLOUD,N/A
140.245.117.189,140.245.117.189,plex.zhongming.us,Let's Encrypt,N/A
140.245.117.204,140.245.117.204,uvindu.space,Let's Encrypt,N/A
140.245.118.3,140.245.118.3,CloudFlare Origin Certificate,"CloudFlare, Inc.",N/A
140.245.118.64,140.245.118.64,sub.v2raystore.xyz,Let's Encrypt,N/A
140.245.118.65,140.245.118.65,Kubernetes Ingress Controller Fake Certificate,Acme Co,N/A
140.245.118.89,140.245.118.89,bark.hapi.lat,Let's Encrypt,N/A
140.245.118.87,140.245.118.87,webmail.promiedos.com.ar,Let's Encrypt,N/A
140.245.118.100,140.245.118.100,*.qa42-pos.secutix.com,Let's Encrypt,N/A
140.245.118.118,140.245.118.118,panel.hahanoitsu.com,Let's Encrypt,N/A
140.245.118.186,140.245.118.186,CloudFlare Origin Certificate,"CloudFlare, Inc.",N/A
140.245.118.195,140.245.118.195,miemie.cf,Let's Encrypt,N/A
140.245.118.244,140.245.118.244,tesla-hk.zendure.tech,DigiCert Inc,N/A
